Date,Component,Forecast_Units_Sold,Forecast_Unit_Buy_Price,Forecast_Unit_Warehouse_Price,Forecast_Unit_Sell_Price,Safety_Stock,ROP
2025-01-01,Capacitor,92.58179473876953,0.04739370942115784,0.004921702668070793,0.0638754665851593,0.0,185.16358947753906
2025-02-01,Capacitor,91.37527465820312,0.05072550103068352,0.005487474147230387,0.08790061622858047,2.81535707116127,186.77242654797325
2025-03-01,Capacitor,91.05005645751953,0.050641752779483795,0.0051342700608074665,0.10397142171859741,2.663163274526596,186.00124719828466
2025-04-01,Capacitor,89.4786376953125,0.05031488090753555,0.004860263783484697,0.10784504562616348,4.217877960205078,186.4607598859429
2025-05-01,Capacitor,91.32868957519531,0.049460310488939285,0.004744119010865688,0.11072289198637009,3.665572428703308,185.99135369044438
2025-06-01,Capacitor,91.41326904296875,0.04907270893454552,0.004473045933991671,0.10525920242071152,3.2958941817283627,185.70513486948974
2025-07-01,Capacitor,90.30626678466797,0.04924115911126137,0.004480257630348206,0.10506581515073776,2.571032953262329,184.22176437608226
2025-08-01,Capacitor,87.80560302734375,0.049980416893959045,0.004950929433107376,0.10332892090082169,4.6029495835304255,185.06379048746052
2025-09-01,Capacitor,89.47294616699219,0.046933386474847794,0.004760625772178173,0.0657016858458519,4.480037820339203,184.41517553851114
2026-01-01,Capacitor,63.49578857421875,0.04518035426735878,0.004803379997611046,0.054021045565605164,0.0,207.33982814976645
2026-02-01,Capacitor,63.49578857421875,0.0462675616145134,0.005027884151786566,0.0631149634718895,0.0,206.90431983076854
2026-03-01,Capacitor,63.49578857421875,0.0478176474571228,0.005205790512263775,0.07623014599084854,0.0,199.21749884531687
2026-04-01,Capacitor,63.49578857421875,0.047972846776247025,0.004862308502197266,0.0907014012336731,0.0,186.6365481771026
2026-05-01,Capacitor,63.49578857421875,0.04911332577466965,0.004886625800281763,0.09900187700986862,0.0,170.64755926795036
2026-06-01,Capacitor,63.49578857421875,0.04890093207359314,0.004611026030033827,0.09798993915319443,0.0,126.9915771484375
2026-07-01,Capacitor,63.49578857421875,0.04865700379014015,0.004411023110151291,0.09253481030464172,0.0,126.9915771484375
2026-08-01,Capacitor,63.49578857421875,0.04692613333463669,0.004232930019497871,0.07902272045612335,0.0,126.9915771484375
2026-09-01,Capacitor,63.49578857421875,0.044785454869270325,0.004050401505082846,0.06442110240459442,0.0,126.9915771484375
2026-10-01,Capacitor,63.49578857421875,0.04476809501647949,0.003755573183298111,0.04880379140377045,0.0,126.9915771484375
2026-11-01,Capacitor,63.49578857421875,0.046222984790802,0.0037940649781376123,0.0471283495426178,0.0,126.9915771484375
2026-12-01,Capacitor,63.49578857421875,0.04628554731607437,0.0041894931346178055,0.049955952912569046,0.0,126.9915771484375
