Date,Component,Forecast_Units_Sold,Forecast_Unit_Buy_Price,Forecast_Unit_Warehouse_Price,Forecast_Unit_Sell_Price,Safety_Stock,ROP
2025-01-01,Resistor,122.29991149902344,0.02057620882987976,0.0023102788254618645,0.037172991782426834,0.0,244.59982299804688
2025-02-01,Resistor,120.4351806640625,0.020528551191091537,0.002180935814976692,0.038076724857091904,4.351260602474213,247.08635276409808
2025-03-01,Resistor,118.37569427490234,0.02046249248087406,0.002131812274456024,0.03818350285291672,6.477616167068481,247.21814019326195
2025-04-01,Resistor,120.2168197631836,0.020554793998599052,0.00208765035495162,0.038906678557395935,5.2950075387954705,245.95881067886577
2025-05-01,Resistor,120.95152282714844,0.020672447979450226,0.0020786188542842865,0.039015620946884155,4.675898766517639,245.5875504155959
2025-06-01,Resistor,120.37840270996094,0.020532753318548203,0.002135666087269783,0.03820746764540672,4.183551478385925,245.06939544484237
2025-07-01,Resistor,120.369140625,0.020650546997785568,0.002268685959279537,0.03756221383810043,2.9411059677600857,243.18335943157268
2025-08-01,Resistor,121.85426330566406,0.02085043117403984,0.002374649280682206,0.03619496524333954,3.774450373649597,244.48973129095245
2025-09-01,Resistor,121.97742462158203,0.020863890647888184,0.0024216182064265013,0.036386653780937195,2.587752646207809,244.50361052451112
2026-01-01,Resistor,83.51165008544922,0.02079448103904724,0.0025041275657713413,0.03618655726313591,0.0,280.38075043583495
2026-02-01,Resistor,83.51165008544922,0.021056843921542168,0.0024496307596564293,0.037486426532268524,0.0,281.37248172175555
2026-03-01,Resistor,83.51165008544922,0.021045586094260216,0.002397829433903098,0.037739165127277374,0.0,273.4205053031051
2026-04-01,Resistor,83.51165008544922,0.021112391725182533,0.0022891417611390352,0.038701217621564865,0.0,258.0712957509892
2026-05-01,Resistor,83.51165008544922,0.021171655505895615,0.0022249461617320776,0.0401059165596962,0.0,231.66706111223328
2026-06-01,Resistor,83.51165008544922,0.021068785339593887,0.0020904899574816227,0.04128337278962135,0.0,167.02330017089844
2026-07-01,Resistor,83.51165008544922,0.020935513079166412,0.00206923671066761,0.040883295238018036,0.0,167.02330017089844
2026-08-01,Resistor,83.51165008544922,0.021002385765314102,0.0021619084291160107,0.03983505070209503,0.0,167.02330017089844
2026-09-01,Resistor,83.51165008544922,0.02107803337275982,0.0022766399197280407,0.03761657327413559,0.0,167.02330017089844
2026-10-01,Resistor,83.51165008544922,0.021129660308361053,0.0023813957814127207,0.03649061173200607,0.0,167.02330017089844
2026-11-01,Resistor,83.51165008544922,0.021189432591199875,0.002434116555377841,0.03535829484462738,0.0,167.02330017089844
2026-12-01,Resistor,83.51165008544922,0.02127973735332489,0.0024620152544230223,0.03603309765458107,0.0,167.02330017089844
