Date,Component,Forecast_Units_Sold,Forecast_Unit_Buy_Price,Forecast_Unit_Warehouse_Price,Forecast_Unit_Sell_Price,Safety_Stock,ROP
2025-01-01,IC,38.98300552368164,2.926173448562622,0.2804829478263855,5.216491222381592,0.0,77.96601104736328
2025-02-01,IC,39.1343994140625,2.821892738342285,0.28383520245552063,5.20131254196167,0.3532704390585422,78.47067537125525
2025-03-01,IC,39.04750442504883,2.7796778678894043,0.2760300040245056,5.113832950592041,0.2507093645632267,78.36064894428591
2025-04-01,IC,37.27353286743164,2.819338798522949,0.28500500321388245,5.405785083770752,2.946490305662155,80.16571137535318
2025-05-01,IC,36.76144027709961,2.8183672428131104,0.2743293344974518,5.574732780456543,3.7350798368453977,80.21503278173316
2025-06-01,IC,36.396026611328125,2.752899646759033,0.26702943444252014,5.45383358001709,4.1631636142730715,80.02846664267578
2025-07-01,IC,36.71788787841797,2.8180692195892334,0.262690007686615,5.390496253967285,4.034918653964996,79.14518251878121
2025-08-01,IC,37.42707061767578,2.9382405281066895,0.26867860555648804,5.450022220611572,3.134650433063507,77.67580472349361
2025-09-01,IC,37.213356018066406,2.9605891704559326,0.2616182863712311,5.305657863616943,1.317203602194786,75.24697509208892
2026-01-01,IC,26.13130760192871,3.0213232040405273,0.26524507999420166,5.005086898803711,0.0,84.77884983711813
2026-02-01,IC,26.13130760192871,3.0182912349700928,0.2714414596557617,4.999467849731445,0.0,85.12795708208584
2026-03-01,IC,26.13130760192871,3.0220260620117188,0.2788141667842865,4.9541096687316895,0.0,83.12612942804606
2026-04-01,IC,26.13130760192871,2.9921088218688965,0.27891185879707336,4.963265895843506,0.0,78.79034596516753
2026-05-01,IC,26.13130760192871,2.9580435752868652,0.2836010754108429,5.092278480529785,0.0,70.8865815009657
2026-06-01,IC,26.13130760192871,2.950617551803589,0.28489384055137634,5.209015846252441,0.0,52.26261520385742
2026-07-01,IC,26.13130760192871,2.9598162174224854,0.28276294469833374,5.199032306671143,0.0,52.26261520385742
2026-08-01,IC,26.13130760192871,2.9478607177734375,0.28101369738578796,5.128185272216797,0.0,52.26261520385742
2026-09-01,IC,26.13130760192871,2.905709743499756,0.2711242735385895,4.87044095993042,0.0,52.26261520385742
2026-10-01,IC,26.13130760192871,2.8941476345062256,0.26787570118904114,4.71193265914917,0.0,52.26261520385742
2026-11-01,IC,26.13130760192871,2.904073715209961,0.27630385756492615,4.686776638031006,0.0,52.26261520385742
2026-12-01,IC,26.13130760192871,2.897284746170044,0.27553340792655945,4.730215549468994,0.0,52.26261520385742
